City ID,City Name,Country,Latitude,Longitude,Hemisphere,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
3389822,salinopolis,BR,-0.61,-47.36,South,78.94,84,0,11.83
1651810,airai,TL,-8.93,125.41,South,79.27,40,43,6.51
1568574,qui nhon,VN,13.77,109.23,North,87.44,63,18,3.76
5859699,college,US,64.86,-147.8,North,55.36,58,75,4.7
3892454,diego de almagro,CL,-26.37,-70.05,South,42.17,74,0,2.17
913613,kansanshi,ZM,-12.1,26.43,South,51.93,71,3,5.44
2629833,husavik,IS,66.04,-17.34,North,42.8,87,90,11.41
3887127,iquique,CL,-20.22,-70.14,South,59,72,90,8.05
2033536,yakeshi,CN,49.28,120.73,North,61.72,65,100,6.78
3899695,ancud,CL,-41.87,-73.82,South,46.99,94,100,6.49
3577430,road town,VG,18.42,-64.62,North,82.67,89,0,1.99
520798,nizhniy baskunchak,RU,48.22,46.83,North,69.13,61,6,16.51
1269578,jagdalpur,IN,19.07,82.03,North,78.85,72,53,2.66
3131500,visnes,NO,59.36,5.22,North,60.37,72,85,20.8
2634739,warrington,GB,53.39,-2.58,North,62.01,95,99,1.01
4193699,evans,US,33.53,-82.13,North,83.73,79,1,4.7
5850554,makakilo city,US,21.35,-158.09,North,85.28,66,75,11.41
1605277,trat,TH,12.5,102.5,North,86.29,88,75,3.36
1707511,languyan,PH,5.26,120.08,North,88.3,60,100,1.74
1490551,suzun,RU,53.78,82.31,North,76.26,38,0,13.42
6144312,sept-iles,CA,50.2,-66.38,North,53.82,100,90,8.05
6166739,timmins,CA,48.47,-81.33,North,60.8,63,90,8.05
4845585,westport,US,41.14,-73.36,North,73.8,88,90,4.7
1701054,marawi,PH,8.0,124.29,North,84,75,100,5.01
2013465,verkhoyansk,RU,67.54,133.38,North,59.97,38,38,4.18
3381538,grand-santi,GF,4.25,-54.38,North,73.45,95,41,3.71
2209055,waddan,LY,29.16,16.14,North,78.73,38,0,12.01
2071860,esperance,AU,-33.87,121.9,South,57.2,67,24,17.22
3520994,puerto escondido,MX,15.85,-97.07,North,80.6,77,30,4.99
3460087,jardim,BR,-21.48,-56.14,South,69.3,67,0,8.34
3984997,san quintin,MX,30.48,-115.95,North,68.47,84,5,11.21
4205615,liberty,US,31.83,-81.5,North,81.64,78,1,3.56
1642858,jambi,ID,-1.6,103.62,South,85.59,65,97,3.89
2013392,vilyuysk,RU,63.76,121.62,North,59.77,74,89,8.08
2155562,nelson bay,AU,-32.72,152.15,South,81.48,34,0,13.87
305681,kumluca,TR,36.37,30.29,North,85.32,25,0,4.32
3998655,leon,MX,21.12,-101.67,North,59,100,90,5.82
172515,abu samrah,SY,35.3,37.18,North,74.14,61,0,4.56
2514891,lorca,ES,37.67,-1.7,North,67.05,73,0,1.99
5513307,sun valley,US,39.6,-119.78,North,86.7,9,1,4.7
1235846,matara,LK,5.95,80.54,North,82.31,77,66,11.59
2092164,lorengau,PG,-2.02,147.27,South,86.25,65,51,6.98
286245,sur,OM,22.57,59.53,North,82.62,58,50,3.6
2729907,longyearbyen,SJ,78.22,15.64,North,39.2,93,75,8.05
1847947,shingu,JP,33.73,135.98,North,82.4,88,75,11.41
3421319,nuuk,GL,64.18,-51.72,North,48.2,45,11,13.87
2618795,klaksvik,FO,62.23,-6.59,North,51.8,100,52,14.99
2657374,alyth,GB,56.62,-3.23,North,55.08,87,75,11.41
1501377,kungurtug,RU,50.6,97.52,North,65.57,48,2,0.65
608270,shubarshi,KZ,48.59,57.19,North,68.74,65,0,14.23
1259385,port blair,IN,11.67,92.75,North,84.52,76,100,13.02
2159220,mackay,AU,-21.15,149.2,South,74.34,69,90,17.22
5746545,portland,US,45.52,-122.68,North,83.57,48,20,8.05
4297983,lexington,US,37.99,-84.48,North,76.26,88,90,1.88
145531,saurimo,AO,-9.66,20.39,South,68.11,65,16,2.3
1526038,atbasar,KZ,51.8,68.33,North,54.14,70,99,18.39
895953,zambezi,ZM,-13.54,23.1,South,63.66,46,5,7.16
3869716,tocopilla,CL,-22.09,-70.2,South,58.95,62,22,9.42
1849892,tottori,JP,35.5,134.23,North,95,50,40,23.04
5403191,tracy,US,37.74,-121.43,North,77.07,44,1,11.41
1895695,kushima,JP,31.46,131.23,North,83.41,58,75,18.34
3592145,nueva concepcion,GT,14.2,-91.3,North,70.27,94,97,5.12
3421765,nanortalik,GL,60.14,-45.24,North,42.71,71,0,5.41
2022572,khatanga,RU,71.97,102.5,North,48.04,66,100,17.78
935214,saint-pierre,RE,-21.34,55.48,South,61.18,72,33,6.93
653272,kemijarvi,FI,66.71,27.43,North,44.35,94,1,6.29
3628503,san carlos,VE,9.66,-68.58,North,71.49,95,96,2.59
1791325,wuda,CN,39.5,106.71,North,75.56,19,0,10.51
1812256,dongsheng,CN,39.82,109.98,North,63.97,33,62,6.69
933030,tamasane,BW,-22.42,27.4,South,55.35,87,100,10.83
2338497,ihiala,NG,5.85,6.86,North,71.08,99,61,3.02
6111696,port-cartier,CA,50.03,-66.87,North,53.8,100,90,8.05
2315417,inongo,CD,-1.95,18.27,South,69.89,84,57,5.93
933759,ghanzi,BW,-21.57,21.78,South,62.65,59,4,12.75
159071,iringa,TZ,-7.77,35.7,South,52.88,93,38,6.22
2169535,dalby,AU,-27.18,151.27,South,77,31,0,5.99
2958024,altdorf,DE,49.39,11.36,North,45.79,100,0,6.93
1718517,caramay,PH,10.18,119.24,North,86.07,66,28,6.02
2126199,cherskiy,RU,68.75,161.3,North,46.18,56,24,9.48
912628,kasempa,ZM,-13.46,25.83,South,57.13,75,72,8.37
3489657,lucea,JM,18.45,-78.17,North,79.93,88,40,2.24
2138522,poya,NC,-21.35,165.15,South,75.61,50,0,14.18
1263752,mangrol,IN,21.12,70.12,North,80.46,82,100,5.91
3836669,san rafael,AR,-34.62,-68.33,South,50.18,46,0,4.16
336454,ginir,ET,7.13,40.7,North,56.68,71,6,8.16
6165406,thompson,CA,55.74,-97.86,North,46.4,87,75,6.93
1283240,kathmandu,NP,27.72,85.32,North,75.2,83,75,0.72
2122605,okhotsk,RU,59.38,143.3,North,53.83,89,100,7.7
1486164,yelanskiy,RU,56.84,62.5,North,45.84,79,0,11.23
556268,ostrovnoy,RU,68.05,39.51,North,49.86,78,100,16.4
2409914,bonthe,SL,7.53,-12.51,North,75.72,84,97,7.25
2260535,brazzaville,CG,-4.27,15.28,South,73.4,83,40,5.26
3460813,itambe,BR,-15.24,-40.62,South,60.64,92,28,2.13
540761,kropotkin,RU,45.44,40.58,North,67.86,59,0,5.41
964712,plettenberg bay,ZA,-34.05,23.37,South,58.51,57,0,7.23
3669087,san pedro de uraba,CO,8.28,-76.38,North,75,92,96,0.6
5905393,bonavista,CA,48.65,-53.11,North,54,79,100,5.99
3899539,antofagasta,CL,-23.65,-70.4,South,55.4,76,75,6.93
1170398,minchinabad,PK,30.16,73.57,North,86.83,65,43,8.77
1272201,dungarpur,IN,23.83,73.72,North,76.64,87,100,3.04
1789647,xichang,CN,27.9,102.26,North,69.3,78,86,1.28
3906478,reyes,BO,-14.32,-67.38,South,73.42,65,1,2.51
1486321,yar-sale,RU,66.83,70.83,North,45.97,79,100,16.73
362973,abnub,EG,27.27,31.15,North,77,47,0,5.82
6620339,karratha,AU,-20.74,116.85,South,84.51,15,0,13.29
1810979,fuling,CN,29.7,107.39,North,78.84,78,88,0.98
2302357,cape coast,GH,5.11,-1.25,North,74.34,92,95,9.04
2028462,ulaanbaatar,MN,47.91,106.88,North,60.8,55,75,2.24
3412093,vestmannaeyjar,IS,63.44,-20.27,North,50.54,86,100,7.74
3386213,touros,BR,-5.2,-35.46,South,71.6,94,20,5.82
138025,damghan,IR,36.17,54.35,North,64.72,28,0,0.72
5233742,bennington,US,42.88,-73.2,North,70.34,83,90,4.7
784227,veliki trnovac,RS,42.48,21.74,North,55.99,86,100,3.29
2422465,conakry,GN,9.54,-13.68,North,78.91,82,100,13.27
3792387,el retorno,CO,2.33,-72.63,North,71.51,94,36,1.41
114259,sirjan,IR,29.45,55.68,North,66.27,25,0,10.98
1797353,quanzhou,CN,24.91,118.59,North,93.2,52,0,4.47
924572,nsanje,MW,-16.92,35.26,South,67.3,81,61,5.14
4031637,lavrentiya,RU,65.58,-171.0,North,41.95,73,99,8.84
3691348,tingo maria,PE,-9.29,-76.01,South,68.95,80,84,1.9
2033196,zhangjiakou,CN,40.81,114.88,North,67.46,45,3,14.27
2449893,tessalit,ML,20.2,1.01,North,86.32,50,0,18.9
4513583,hamilton,US,39.18,-84.53,North,74.08,88,1,1.19
3421719,narsaq,GL,60.92,-46.05,North,42.8,56,0,8.05
1811720,enshi,CN,30.3,109.48,North,84.02,59,9,1.48
5919850,chapais,CA,49.78,-74.85,North,55.4,93,90,10.29
3974771,praxedis guerrero,MX,31.37,-106.02,North,88.21,13,5,5.66
899825,petauke,ZM,-14.24,31.33,South,60.69,79,82,10.18
2176639,batemans bay,AU,-35.72,150.18,South,72.34,50,91,5.99
2412408,nioro,GM,13.35,-15.75,North,74.16,95,100,5.19
1639304,kualakapuas,ID,-3.01,114.39,South,77,94,40,3.36
3401148,cururupu,BR,-1.83,-44.87,South,74.55,92,51,3.94
1271213,giddalur,IN,15.35,78.92,North,81.52,75,100,4.65
5554428,ketchikan,US,55.34,-131.65,North,53.6,93,90,6.93
187896,mandera,KE,3.94,41.87,North,73.69,57,58,8.9
315202,eskisehir,TR,39.78,30.52,North,59,82,6,2.24
5969025,haines junction,CA,60.75,-137.51,North,49.71,67,100,5.84
934479,grand gaube,MU,-20.01,57.66,South,68,89,77,3
777682,skjervoy,NO,70.03,20.97,North,54.9,67,93,7.83
1715015,dicabisagan,PH,17.08,122.42,North,88.07,64,100,3.69
1526619,aktas,KZ,49.78,72.96,North,68,42,21,8.95
4033356,tiarei,PF,-17.53,-149.33,South,84.2,62,20,8.05
5921357,chilliwack,CA,49.17,-121.94,North,69.82,64,20,8.05
2177069,ballina,AU,-28.87,153.57,South,75.33,73,75,14.99
510342,pestretsy,RU,55.75,49.65,North,44.6,81,0,8.95
3372964,lagoa,PT,39.05,-27.98,North,72.66,80,11,4.72
610023,dossor,KZ,47.53,52.98,North,71.4,58,0,15.97
3135601,olden,NO,61.84,6.81,North,54.39,55,4,1.99
4301317,morehead,US,37.27,-87.18,North,74.28,98,90,4.43
3442778,delta del tigre,UY,-34.76,-56.39,South,52.32,100,90,27.72
3584003,puerto el triunfo,SV,13.28,-88.55,North,80.6,88,40,4.7
1729469,baculin,PH,7.45,126.58,North,86.14,66,100,4.27
1510377,belyy yar,RU,53.6,91.39,North,66.2,82,98,4.47
2524881,crotone,IT,39.09,17.12,North,72.52,70,9,5.82
1650434,bambanglipuro,ID,-7.95,110.28,South,83.62,67,77,10.18
3980627,valle de allende,MX,26.93,-105.4,North,71.19,60,100,2.55
361291,hurghada,EG,27.26,33.81,North,87.8,33,0,11.41
3471896,aquidauana,BR,-20.47,-55.79,South,72.5,65,0,4.43
5572400,susanville,US,40.42,-120.65,North,85.23,11,1,4.7
2214432,nalut,LY,30.33,10.85,North,79.38,25,1,13
338726,dodola,ET,6.98,39.18,North,51.51,86,90,3.06
1859908,kashiwazaki,JP,37.37,138.55,North,100.99,48,0,12.62
3137469,sorland,NO,67.67,12.69,North,56.98,74,83,16.87
5142056,utica,US,43.1,-75.23,North,70.81,83,90,10.29
3893629,coquimbo,CL,-29.95,-71.34,South,51.8,81,36,2.24
6065253,manitouwadge,CA,49.12,-85.84,North,50.63,85,64,5.55
2129868,iwanai,JP,42.97,140.51,North,81.1,64,27,12.24
4575352,columbia,US,34.0,-81.03,North,83.68,66,1,4.68
1513491,komsomolskiy,UZ,40.43,71.72,North,77,33,92,2.24
3402648,carutapera,BR,-1.2,-46.02,South,76.82,87,76,6.06
1633419,padang,ID,-0.95,100.35,South,84.42,65,79,2.44
